"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
25895496,4,"Sarne","De Vliegher","S","M-team and Mastitis and Milk Quality Research Unit, Department of Reproduction, Obstetrics and Herd Health, Faculty of Veterinary Medicine, Ghent University, Salisburylaan 133, Merelbeke, Belgium. Sarne.DeVliegher@UGent.be."
25914089,1,"Lucyna","Kaszubowska","L","Department of Histology, Medical University of Gdańsk, Dębinki 1, 80-211 Gdańsk, Poland. Electronic address: lkras@gumed.edu.pl."
25914089,2,"Piotr Mieczysław","Wierzbicki","PM","Department of Histology, Medical University of Gdańsk, Dębinki 1, 80-211 Gdańsk, Poland. Electronic address: pwierzb@gumed.edu.pl."
25914089,3,"Sylwia","Karsznia","S","Department of Histology, Medical University of Gdańsk, Dębinki 1, 80-211 Gdańsk, Poland. Electronic address: sylwia.karsznia@gmail.com."
25914089,4,"Marta","Damska","M","Department of Histology, Medical University of Gdańsk, Dębinki 1, 80-211 Gdańsk, Poland. Electronic address: damskama@gmail.com."
25914089,5,"Tomasz Jerzy","Ślebioda","TJ","Department of Histology, Medical University of Gdańsk, Dębinki 1, 80-211 Gdańsk, Poland. Electronic address: t.slebioda@gumed.edu.pl."
25914089,6,"Jerzy","Foerster","J","Department of Social and Clinical Gerontology, Medical University of Gdańsk, Dębinki 1, 80-211 Gdańsk, Poland. Electronic address: jfoerster@gumed.edu.pl."
25914089,7,"Zbigniew","Kmieć","Z","Department of Histology, Medical University of Gdańsk, Dębinki 1, 80-211 Gdańsk, Poland. Electronic address: zkmiec@gumed.edu.pl."
25936423,1,"Yu-Xi","He","YX","Department of Ophthalmology, Second Hospital, Jilin University, Changchun, Jilin 130000, P.R. China."
25936423,2,"Yan","Zhang","Y","Department of Ophthalmology, Second Hospital, Jilin University, Changchun, Jilin 130000, P.R. China."
25936423,3,"Qiwei","Yang","Q","Department of Ophthalmology, Second Hospital, Jilin University, Changchun, Jilin 130000, P.R. China."
25936423,4,"Chenguang","Wang","C","Department of Ophthalmology, Second Hospital, Jilin University, Changchun, Jilin 130000, P.R. China."
25936423,5,"Guanfang","Su","G","Department of Ophthalmology, Second Hospital, Jilin University, Changchun, Jilin 130000, P.R. China."
25976103,1,"Hecheng","Ma","H","Department of Orthopedics, The First Hospital of Jilin University, Jilin University, Changchun, Jilin 130021, P.R. China."
25976103,2,"Qiwei","Yang","Q","Central Laboratory, Jilin University, China‑Japan Union Hospital, Changchun, Jilin 130033, P.R. China."
25976103,3,"Dongsong","Li","D","Department of Orthopedics, The First Hospital of Jilin University, Jilin University, Changchun, Jilin 130021, P.R. China."
25976103,4,"Jianguo","Liu","J","Department of Orthopedics, The First Hospital of Jilin University, Jilin University, Changchun, Jilin 130021, P.R. China."
25980460,1,"Lucian","Beer","L","Research Division of Biology and Pathobiology of the Skin, Department of Dermatology, Medical University of Vienna, Vienna, Austria."
25980460,2,"Veronika","Mlitz","V","Research Division of Biology and Pathobiology of the Skin, Department of Dermatology, Medical University of Vienna, Vienna, Austria."
25980460,3,"Maria","Gschwandtner","M","Research Division of Biology and Pathobiology of the Skin, Department of Dermatology, Medical University of Vienna, Vienna, Austria."
25980460,4,"Tanja","Berger","T","Research Division of Biology and Pathobiology of the Skin, Department of Dermatology, Medical University of Vienna, Vienna, Austria."
25980460,5,"Marie-Sophie","Narzt","MS","Research Division of Biology and Pathobiology of the Skin, Department of Dermatology, Medical University of Vienna, Vienna, Austria."
25980460,6,"Florian","Gruber","F","Research Division of Biology and Pathobiology of the Skin, Department of Dermatology, Medical University of Vienna, Vienna, Austria."
25980460,7,"Patrick M","Brunner","PM","Division of Immunology, Allergy and Infectious Diseases, Department of Dermatology, Medical University of Vienna, Vienna, Austria."
25980460,8,"Erwin","Tschachler","E","Research Division of Biology and Pathobiology of the Skin, Department of Dermatology, Medical University of Vienna, Vienna, Austria."
25980460,9,"Michael","Mildner","M","Research Division of Biology and Pathobiology of the Skin, Department of Dermatology, Medical University of Vienna, Vienna, Austria."
26003168,1,"Hanadie","Yousef","H","Department of Molecular and Cellular Biology, UC Berkeley, Berkeley, CA, USA."
26003168,2,"Michael J","Conboy","MJ","Department of Bioengineering and California Institute for Quantitative Biosciences (QB3), UC Berkeley, Berkeley, CA, USA."
26003168,3,"Adam","Morgenthaler","A","Department of Bioengineering and California Institute for Quantitative Biosciences (QB3), UC Berkeley, Berkeley, CA, USA."
26003168,4,"Christina","Schlesinger","C","Department of Bioengineering and California Institute for Quantitative Biosciences (QB3), UC Berkeley, Berkeley, CA, USA."
26003168,5,"Lukasz","Bugaj","L","Department of Bioengineering and California Institute for Quantitative Biosciences (QB3), UC Berkeley, Berkeley, CA, USA."
26003168,6,"Preeti","Paliwal","P","Department of Bioengineering and California Institute for Quantitative Biosciences (QB3), UC Berkeley, Berkeley, CA, USA."
26003168,7,"Christopher","Greer","C","Department of Bioengineering and California Institute for Quantitative Biosciences (QB3), UC Berkeley, Berkeley, CA, USA."
26003168,8,"Irina M","Conboy","IM","Department of Bioengineering and California Institute for Quantitative Biosciences (QB3), UC Berkeley, Berkeley, CA, USA."
26003168,9,"David","Schaffer","D","Department of Bioengineering and California Institute for Quantitative Biosciences (QB3), UC Berkeley, Berkeley, CA, USA."
26011469,1,"Baohai","Shao","B","†Diabetes and Obesity Center of Excellence and ‡Kidney Research Institute, Department of Medicine, University of Washington, 850 Republican Street, Seattle, Washington 98195, United States."
26011469,2,"Ian","de Boer","I","†Diabetes and Obesity Center of Excellence and ‡Kidney Research Institute, Department of Medicine, University of Washington, 850 Republican Street, Seattle, Washington 98195, United States."
26011469,3,"Chongren","Tang","C","†Diabetes and Obesity Center of Excellence and ‡Kidney Research Institute, Department of Medicine, University of Washington, 850 Republican Street, Seattle, Washington 98195, United States."
26011469,4,"Philip S","Mayer","PS","†Diabetes and Obesity Center of Excellence and ‡Kidney Research Institute, Department of Medicine, University of Washington, 850 Republican Street, Seattle, Washington 98195, United States."
26011469,5,"Leila","Zelnick","L","†Diabetes and Obesity Center of Excellence and ‡Kidney Research Institute, Department of Medicine, University of Washington, 850 Republican Street, Seattle, Washington 98195, United States."
26011469,6,"Maryam","Afkarian","M","†Diabetes and Obesity Center of Excellence and ‡Kidney Research Institute, Department of Medicine, University of Washington, 850 Republican Street, Seattle, Washington 98195, United States."
26011469,7,"Jay W","Heinecke","JW","†Diabetes and Obesity Center of Excellence and ‡Kidney Research Institute, Department of Medicine, University of Washington, 850 Republican Street, Seattle, Washington 98195, United States."
26011469,8,"Jonathan","Himmelfarb","J","†Diabetes and Obesity Center of Excellence and ‡Kidney Research Institute, Department of Medicine, University of Washington, 850 Republican Street, Seattle, Washington 98195, United States."
26020643,1,"Carlos S","Nascimento","CS","Department of Animal Science, Universidade Federal de Sergipe, São Cristovão, Sergipe, Brazil."
26020643,2,"Leandro T","Barbosa","LT","Department of Animal Science, Universidade Federal de Sergipe, São Cristovão, Sergipe, Brazil."
26020643,3,"Claudson","Brito","C","Department of Animal Science, Universidade Federal de Sergipe, São Cristovão, Sergipe, Brazil."
26020643,4,"Roberta P M","Fernandes","RP","Department of Physiology, Universidade Federal de Sergipe, São Cristovão, Sergipe, Brazil."
26020643,5,"Renata S","Mann","RS","Department of Crop Science, Universidade Federal de Sergipe, São Cristovão, Sergipe, Brazil."
26020643,6,"Ana Paula G","Pinto","AP","Department of Animal Science, Universidade Federal de Sergipe, São Cristovão, Sergipe, Brazil."
26020643,7,"Haniel C","Oliveira","HC","Department of Animal Science, Universidade Estadual de Santa Cruz, Ilheus, Bahia, Brazil."
26020643,8,"Mike V","Dodson","MV","Department of Animal Science, Washington State University, Pullman, Washington, United States of America."
26020643,9,"Simone E F","Guimarães","SE","Animal Biotechnology Laboratory-LABTEC, Department of Animal Science, Universidade Federal de Viçosa, Viçosa, Minas Gerais, Brazil."
26020643,10,"Marcio S","Duarte","MS","Animal Biotechnology Laboratory-LABTEC, Department of Animal Science, Universidade Federal de Viçosa, Viçosa, Minas Gerais, Brazil."
26026586,1,"Maria","Devetzoglou","M","Department of Heamatology, University Hospital of Heraklion, PO Box 1352, 71110, Heraklion, Greece."
26026586,2,"Rodanthi","Vyzoukaki","R","Laboratory of Heamatology, University Hospital of Heraklion, Heraklion, Greece."
26026586,3,"Maria","Kokonozaki","M","Laboratory of Heamatology, University Hospital of Heraklion, Heraklion, Greece."
26026586,4,"Athina","Xekalou","A","Department of Pathology, Venizeleion General Hospital of Heraklion, Heraklion, Greece."
26026586,5,"Constantina A","Pappa","CA","Department of Internal Medicine, Venizeleion General Hospital of Heraklion, Heraklion, Greece."
26026586,6,"Anastasia","Papadopoulou","A","Laboratory of Heamatology, University Hospital of Heraklion, Heraklion, Greece."
26026586,7,"Athanasios","Alegakis","A","School of Medicine, University of Crete, Heraklion, Greece."
26026586,8,"Nikolaos","Androulakis","N","Laboratory of Heamatology, University Hospital of Heraklion, Heraklion, Greece."
26026586,9,"Michael G","Alexandrakis","MG","Department of Heamatology, University Hospital of Heraklion, PO Box 1352, 71110, Heraklion, Greece. alexandm@med.uoc.gr."
26051416,1,"Carina E P","Kozmus","CE","Centre for Human Molecular Genetics and Pharmacogenomics, Faculty of Medicine, University of Maribor, Taborska ulica 8, 2000 Maribor, Slovenia; Institute for Molecular and Cell Biology, University of Porto, Rua do Campo Alegre 823, 4150 Porto, Portugal. Electronic address: carina.kozmus@gmail.com."
26051416,2,"Uroš","Potočnik","U","Centre for Human Molecular Genetics and Pharmacogenomics, Faculty of Medicine, University of Maribor, Taborska ulica 8, 2000 Maribor, Slovenia; Laboratory for Biochemistry Molecular Biology and Genomics, Faculty of Chemistry and Chemical Engineering, University of Maribor, Smetanova ulica 17, 2000 Maribor, Slovenia. Electronic address: uros.potocnik@uni-mb.si."
26068922,1,"Mateus","Milani","M","Laboratório de Biologia Molecular, Centro Infantil Boldrini, Campinas, SP, Brazil."
26068922,2,"Angelo Brunelli Albertoni","Laranjeira","AB","Laboratório de Biologia Molecular, Centro Infantil Boldrini, Campinas, SP, Brazil."
26068922,3,"Jaíra Ferreira","de Vasconcellos","JF","Laboratório de Biologia Molecular, Centro Infantil Boldrini, Campinas, SP, Brazil."
26068922,4,"Silvia Regina","Brandalise","SR","Laboratório de Biologia Molecular, Centro Infantil Boldrini, Campinas, SP, Brazil."
26068922,5,"Alexandre Eduardo","Nowill","AE","Centro Integrado de Pesquisas Oncohematologicas da Infância (CIPOI), Faculdade de Ciências Médicas (FCM), Universidade Estadual de Campinas (UNICAMP), Campinas, SP, Brazil."
26068922,6,"José Andrés","Yunes","JA","Laboratório de Biologia Molecular, Centro Infantil Boldrini, Campinas, SP, Brazil; Departamento de Genética Médica, FCM, UNICAMP, Campinas, SP, Brazil."
26102571,1,"Ralph","Timaru-Kast","R","Department of Anesthesiology, Medical Center of Johannes Gutenberg-University , Mainz, Germany ."
26102571,2,"Elina L","Herbig","EL","Department of Anesthesiology, Medical Center of Johannes Gutenberg-University , Mainz, Germany ."
26102571,3,"Clara","Luh","C","Department of Anesthesiology, Medical Center of Johannes Gutenberg-University , Mainz, Germany ."
26102571,4,"Kristin","Engelhard","K","Department of Anesthesiology, Medical Center of Johannes Gutenberg-University , Mainz, Germany ."
26102571,5,"Serge C","Thal","SC","Department of Anesthesiology, Medical Center of Johannes Gutenberg-University , Mainz, Germany ."
26147761,1,"Lucas K","Smith","LK","1] Department of Anatomy, University of California San Francisco, San Francisco, California, USA. [2] The Eli and Edythe Broad Center for Regeneration Medicine and Stem Cell Research, San Francisco, California, USA. [3] Biomedical Sciences Graduate Program, University of California San Francisco, San Francisco, California, USA."
26147761,2,"Yingbo","He","Y","Department of Neurology and Neurological Sciences, Stanford University School of Medicine, Stanford, California, USA."
26147761,3,"Jeong-Soo","Park","JS","1] Department of Neurology and Neurological Sciences, Stanford University School of Medicine, Stanford, California, USA. [2] Department of Biochemistry, Dankook University College of Medicine, Cheonan, Korea."
26147761,4,"Gregor","Bieri","G","1] Department of Anatomy, University of California San Francisco, San Francisco, California, USA. [2] The Eli and Edythe Broad Center for Regeneration Medicine and Stem Cell Research, San Francisco, California, USA. [3] Department of Neurology and Neurological Sciences, Stanford University School of Medicine, Stanford, California, USA. [4] Neuroscience Graduate Program, Stanford University School of Medicine, Stanford, California, USA."
26147761,5,"Cedric E","Snethlage","CE","1] Department of Anatomy, University of California San Francisco, San Francisco, California, USA. [2] The Eli and Edythe Broad Center for Regeneration Medicine and Stem Cell Research, San Francisco, California, USA."
26147761,6,"Karin","Lin","K","1] Department of Anatomy, University of California San Francisco, San Francisco, California, USA. [2] The Eli and Edythe Broad Center for Regeneration Medicine and Stem Cell Research, San Francisco, California, USA. [3] Neuroscience Graduate Program, University of California San Francisco, San Francisco, California, USA."
26147761,7,"Geraldine","Gontier","G","1] Department of Anatomy, University of California San Francisco, San Francisco, California, USA. [2] The Eli and Edythe Broad Center for Regeneration Medicine and Stem Cell Research, San Francisco, California, USA."
26147761,8,"Rafael","Wabl","R","Department of Neurology and Neurological Sciences, Stanford University School of Medicine, Stanford, California, USA."
26147761,9,"Kristopher E","Plambeck","KE","1] Department of Anatomy, University of California San Francisco, San Francisco, California, USA. [2] The Eli and Edythe Broad Center for Regeneration Medicine and Stem Cell Research, San Francisco, California, USA."
26147761,10,"Joe","Udeochu","J","1] Department of Anatomy, University of California San Francisco, San Francisco, California, USA. [2] The Eli and Edythe Broad Center for Regeneration Medicine and Stem Cell Research, San Francisco, California, USA. [3] Biomedical Sciences Graduate Program, University of California San Francisco, San Francisco, California, USA."
